VT WKID	Name	WKT	Accuracy (m)	Area of Use	Minimum Latitude	Minimum Longitude	Maximum Latitude	Maximum Longitude
  5199	Oostende_Height_To_EVRF_2007_Height_1	VERTTRAN["Oostende_Height_To_EVRF_2007_Height_1",GEOGCS["GCS_ETRS_1989",DATUM["D_ETRS_1989",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["Oostende",VDATUM["Oostende"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["EVRF_2007",VDATUM["European_Vertical_Reference_Frame_2007"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset_and_Slope"],PARAMETER["Vertical_Offset",-2.317],PARAMETER["Longitude_Of_Evaluation",4.766666666666667],PARAMETER["Latitude_Of_Evaluation",50.71666666666667],PARAMETER["Inclination_North",-0.031],PARAMETER["Inclination_East",0.0]]	0.1	Belgium - onshore	49.5	2.5	51.51	6.4
  5198	Oostende_Height_To_EVRS_2000_Height_1	VERTTRAN["Oostende_Height_To_EVRS_2000_Height_1",GEOGCS["GCS_ETRS_1989",DATUM["D_ETRS_1989",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["Oostende",VDATUM["Oostende"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["EVRS_2000",VDATUM["European_Vertical_Reference_Frame_2000"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset_and_Slope"],PARAMETER["Vertical_Offset",-2.311],PARAMETER["Longitude_Of_Evaluation",4.766666666666667],PARAMETER["Latitude_Of_Evaluation",50.71666666666667],PARAMETER["Inclination_North",-0.016],PARAMETER["Inclination_East",0.0]]	0.1	Belgium - onshore	49.5	2.5	51.51	6.4
  5449	Poolbeg_Height_To_Belfast_Height_1	VERTTRAN["Poolbeg_Height_To_Belfast_Height_1",VERTCS["Poolbeg",VDATUM["Poolbeg"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Foot_British_1936",0.3048007491]],VERTCS["Belfast",VDATUM["Belfast"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset"],PARAMETER["Vertical_Offset",-2.7]]	0.1	UK - Northern Ireland - onshore	53.96	-8.18	55.36	-5.34
  5448	Poolbeg_Height_To_Malin_Head_Height_1	VERTTRAN["Poolbeg_Height_To_Malin_Head_Height_1",VERTCS["Poolbeg",VDATUM["Poolbeg"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Foot_British_1936",0.3048007491]],VERTCS["Malin_Head",VDATUM["Malin_Head"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset"],PARAMETER["Vertical_Offset",-2.7]]	0.1	Europe - Ireland (Republic and Ulster) - onshore	51.39	-10.56	55.43	-5.34
  5208	RH2000_Height_To_EVRF_2007_Height_1	VERTTRAN["RH2000_Height_To_EVRF_2007_Height_1",GEOGCS["GCS_ETRS_1989",DATUM["D_ETRS_1989",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["RH2000",VDATUM["Rikets_Hojdsystem_2000"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["EVRF_2007",VDATUM["European_Vertical_Reference_Frame_2007"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset_and_Slope"],PARAMETER["Vertical_Offset",-0.008],PARAMETER["Longitude_Of_Evaluation",15.8],PARAMETER["Latitude_Of_Evaluation",61.9],PARAMETER["Inclination_North",-0.0006],PARAMETER["Inclination_East",-0.0003]]	0.1	Sweden - onshore	55.28	10.93	69.06999999999999	24.17
  5430	RH70_To_EVRS_2000_1	VERTTRAN["RH70_To_EVRS_2000_1",GEOGCS["GCS_ETRS_1989",DATUM["D_ETRS_1989",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["RH70",VDATUM["Rikets_Hojdsystem_1970"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["EVRS_2000",VDATUM["European_Vertical_Reference_Frame_2000"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset_and_Slope"],PARAMETER["Vertical_Offset",0.005],PARAMETER["Longitude_Of_Evaluation",16.23333333333333],PARAMETER["Latitude_Of_Evaluation",64.0],PARAMETER["Inclination_North",-0.012],PARAMETER["Inclination_East",0.0]]	0.1	Sweden - onshore	55.28	10.93	69.06999999999999	24.17
  5422	SNN76_To_EVRS_2000_1	VERTTRAN["SNN76_To_EVRS_2000_1",GEOGCS["GCS_ETRS_1989",DATUM["D_ETRS_1989",SPHEROID["GRS_1980",6378137.0,298.257222101]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["SNN76",VDATUM["SNN76"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["EVRS_2000",VDATUM["European_Vertical_Reference_Frame_2000"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["Vertical_Offset_and_Slope"],PARAMETER["Vertical_Offset",0.157],PARAMETER["Longitude_Of_Evaluation",13.16666666666667],PARAMETER["Latitude_Of_Evaluation",52.53333333333333],PARAMETER["Inclination_North",0.007],PARAMETER["Inclination_East",0.005]]	0.1	Germany - East Germany all states	50.2	9.92	54.74	15.04
110008	WGS_1984_To_EGM_1984_Geoid_1	VERTTRAN["WGS_1984_To_EGM_1984_Geoid_1",GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["EGM84_Geoid",VDATUM["EGM84_Geoid"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["EGM84"],PARAMETER["Dataset_egm84.grd",0.0]]	1	World	-90	-180	90	180
110085	WGS_1984_To_EGM_1984_Geoid_2	VERTTRAN["WGS_1984_To_EGM_1984_Geoid_2",GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["EGM84_Geoid",VDATUM["EGM84_Geoid"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["EGM84_Natural_Spline"],PARAMETER["Dataset_egm84.grd",0.0]]	1	World	-90	-180	90	180
110007	WGS_1984_To_EGM_1996_Geoid_1	VERTTRAN["WGS_1984_To_EGM_1996_Geoid_1",GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["EGM96_Geoid",VDATUM["EGM96_Geoid"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["EGM96"],PARAMETER["Dataset_egm96.grd",0.0]]	1	World	-90	-180	90	180
110084	WGS_1984_To_EGM_1996_Geoid_2	VERTTRAN["WGS_1984_To_EGM_1996_Geoid_2",GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["EGM96_Geoid",VDATUM["EGM96_Geoid"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["EGM96_Natural_Spline"],PARAMETER["Dataset_egm96.grd",0.0]]	1	World	-90	-180	90	180
110018	WGS_1984_To_WGS_1984_EGM2008_1x1_Height	VERTTRAN["WGS_1984_To_WGS_1984_EGM2008_1x1_Height",GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["EGM2008_Geoid",VDATUM["EGM2008_Geoid"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["EGM96"],PARAMETER["Dataset_egm2008-1.grd",1.0]]	0.5	World	-90	-180	90	180
110019	WGS_1984_To_WGS_1984_EGM2008_2.5x2.5_Height	VERTTRAN["WGS_1984_To_WGS_1984_EGM2008_2.5x2.5_Height",GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]],VERTCS["WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VERTCS["EGM2008_Geoid",VDATUM["EGM2008_Geoid"],PARAMETER["Vertical_Shift",0.0],PARAMETER["Direction",1.0],UNIT["Meter",1.0]],VTMETHOD["EGM96"],PARAMETER["Dataset_egm2008-25.grd",0.0]]	0.5	World	-90	-180	90	180
